name,total_points,position_DEF,GW,team,opponent_team,position_FWD,position_GK,position_MID,game_avg_7,initval,was_home_False,was_home_True,pos_id,initval,rank,diff_from_avg,opp_defense_rank,opp_attack_rank,team_cluster_rank,opp_cluster_rank,was_home
Matt Ritchie,0,0,2,14,3,0,0,1,0.7142857142857143,50.0,0,1,0,50.0,1.0,-0.7142857142857143,1,1,1,1,True
Jonjo Shelvey,1,0,2,14,3,0,0,1,2.2857142857142856,55.0,0,1,0,55.0,3.0,-1.2857142857142856,1,1,1,1,True
Jeff Hendrick,2,0,2,14,3,0,0,1,1.1428571428571428,50.0,0,1,0,50.0,2.0,0.8571428571428572,1,1,1,1,True
John Egan,-2,1,2,15,2,0,0,0,2.2857142857142856,50.0,1,0,1,50.0,3.0,-4.285714285714286,1,1,1,1,False
Adama Traoré,2,0,2,20,12,0,0,1,1.8571428571428572,65.0,0,1,0,65.0,2.0,0.1428571428571428,0,3,3,3,True
Callum Hudson-Odoi,0,0,2,5,11,0,0,1,0.5714285714285714,60.0,0,1,0,60.0,1.0,-0.5714285714285714,0,2,2,2,True
Benjamin Chilwell,0,1,2,5,11,0,0,0,4.142857142857143,55.0,0,1,1,55.0,3.0,-4.142857142857143,0,2,2,2,True
James Ward-Prowse,2,0,2,16,17,0,0,1,3.2857142857142856,60.0,0,1,0,60.0,3.0,-1.2857142857142856,0,2,2,2,True
Callum Robinson,2,0,2,18,7,1,0,0,1.1428571428571428,55.0,1,0,2,55.0,2.0,0.8571428571428572,1,1,1,1,False
Stuart Armstrong,2,0,2,16,17,0,0,1,2.0,55.0,0,1,0,55.0,2.0,0.0,0,2,2,2,True
Solomon March,3,0,2,3,14,0,0,1,1.1428571428571428,50.0,1,0,0,50.0,2.0,1.8571428571428572,2,1,1,1,False
Ryan Bertrand,-1,1,2,16,17,0,0,0,0.7142857142857143,50.0,0,1,1,50.0,1.0,-1.7142857142857144,0,2,2,2,True
Bukayo Saka,2,0,2,1,19,0,0,1,3.2857142857142856,55.0,0,1,0,55.0,3.0,-1.2857142857142856,1,2,2,2,True
Pablo Fornals,2,0,2,19,1,0,0,1,4.0,65.0,1,0,0,65.0,3.0,-2.0,0,1,1,1,False
Miguel Almirón,1,0,2,14,3,0,0,1,2.0,60.0,0,1,0,60.0,2.0,-1.0,1,1,1,1,True
Reece James,1,1,2,5,11,0,0,0,4.0,50.0,0,1,1,50.0,3.0,-3.0,0,2,2,2,True
Kurt Zouma,1,1,2,5,11,0,0,0,2.0,50.0,0,1,1,50.0,2.0,-1.0,0,2,2,2,True
Adam Lallana,1,0,2,3,14,0,0,1,1.2857142857142858,65.0,1,0,0,65.0,2.0,-0.2857142857142858,2,1,1,1,False
Leander Dendoncker,1,0,2,20,12,0,0,1,0.8571428571428571,50.0,0,1,0,50.0,2.0,0.1428571428571429,0,3,3,3,True
Kyle Bartley,0,1,2,18,7,0,0,0,3.2857142857142856,45.0,1,0,1,45.0,3.0,-3.2857142857142856,1,1,1,1,False
Wilfried Zaha,15,0,2,6,13,0,0,1,3.857142857142857,70.0,1,0,0,70.0,3.0,11.142857142857142,0,3,3,3,False
Darnell Furlong,0,1,2,18,7,0,0,0,3.2857142857142856,45.0,1,0,1,45.0,3.0,-3.2857142857142856,1,1,1,1,False
David McGoldrick,1,0,2,15,2,1,0,0,2.0,55.0,1,0,2,55.0,2.0,-1.0,1,1,1,1,False
Kieran Tierney,0,1,2,1,19,0,0,0,2.0,55.0,0,1,1,55.0,2.0,-2.0,1,2,2,2,True
John Fleck,2,0,2,15,2,0,0,1,1.8571428571428572,60.0,1,0,0,60.0,2.0,0.1428571428571428,1,1,1,1,False
Harry Kane,21,0,2,17,16,1,0,0,11.571428571428571,105.0,1,0,2,105.0,3.0,9.428571428571429,3,1,1,1,False
Steven Bergwijn,1,0,2,17,16,0,0,1,0.7142857142857143,75.0,1,0,0,75.0,1.0,0.2857142857142857,3,1,1,1,False
Christian Benteke,0,0,2,6,13,1,0,0,1.5714285714285714,55.0,1,0,2,55.0,2.0,-1.5714285714285714,0,3,3,3,False
Dan Burn,1,1,2,3,14,0,0,0,0.5714285714285714,45.0,1,0,1,45.0,1.0,0.4285714285714286,2,1,1,1,False
Neal Maupay,16,0,2,3,14,1,0,0,5.142857142857143,65.0,1,0,2,65.0,3.0,10.857142857142858,2,1,1,1,False
Cheikhou Kouyaté,2,0,2,6,13,0,0,1,1.7142857142857142,50.0,1,0,0,50.0,2.0,0.2857142857142858,0,3,3,3,False
Michael Keane,7,1,2,7,18,0,0,0,3.0,50.0,0,1,1,50.0,3.0,4.0,3,0,0,0,True
Bobby Decordova-Reid,5,0,2,8,10,1,0,0,2.5714285714285716,55.0,1,0,2,55.0,3.0,2.4285714285714284,2,2,2,2,False
Pierre-Emile Højbjerg,2,0,2,17,16,0,0,1,1.7142857142857142,50.0,1,0,0,50.0,2.0,0.2857142857142858,3,1,1,1,False
Matt Phillips,1,0,2,18,7,0,0,1,2.5714285714285716,55.0,1,0,0,55.0,3.0,-1.5714285714285716,1,1,1,1,False
Jordan Pickford,1,0,2,7,18,0,1,0,1.7142857142857142,50.0,0,1,3,50.0,2.0,-0.7142857142857142,3,0,0,0,True
Nathan Redmond,0,0,2,16,17,0,0,1,1.0,65.0,0,1,0,65.0,2.0,-1.0,0,2,2,2,True
Conor Coady,1,1,2,20,12,0,0,0,1.1428571428571428,50.0,0,1,1,50.0,2.0,-0.1428571428571428,0,3,3,3,True
Daniel Castelo Podence,5,0,2,20,12,0,0,1,1.1428571428571428,55.0,0,1,0,55.0,2.0,3.857142857142857,0,3,3,3,True
Pierre-Emerick Aubameyang,5,0,2,1,19,0,0,1,2.4285714285714284,120.0,0,1,0,120.0,3.0,2.5714285714285716,1,2,2,2,True
Mason Mount,2,0,2,5,11,0,0,1,5.0,70.0,0,1,0,70.0,3.0,-3.0,0,2,2,2,True
Adam Webster,6,1,2,3,14,0,0,0,1.4285714285714286,45.0,1,0,1,45.0,2.0,4.571428571428571,2,1,1,1,False
Hakim Ziyech,0,0,2,5,11,0,0,1,1.0,80.0,0,1,0,80.0,2.0,-1.0,0,2,2,2,True
Mason Holgate,0,1,2,7,18,0,0,0,1.4285714285714286,50.0,0,1,1,50.0,2.0,-1.4285714285714286,3,0,0,0,True
Sadio Mané,16,0,2,11,5,0,0,1,6.142857142857143,120.0,1,0,0,120.0,3.0,9.857142857142858,0,2,2,2,False
Jannik Vestergaard,0,1,2,16,17,0,0,0,0.42857142857142855,45.0,0,1,1,45.0,1.0,-0.42857142857142855,0,2,2,2,True
Joseph Willock,0,0,2,1,19,0,0,1,2.4285714285714284,50.0,0,1,0,50.0,3.0,-2.4285714285714284,1,2,2,2,True
Kyle Walker-Peters,3,1,2,16,17,0,0,0,1.7142857142857142,45.0,0,1,1,45.0,2.0,1.2857142857142858,0,2,2,2,True
Joël Veltman,0,1,2,3,14,0,0,0,2.857142857142857,45.0,1,0,1,45.0,3.0,-2.857142857142857,2,1,1,1,False
Alex Iwobi,1,0,2,7,18,0,0,1,1.4285714285714286,60.0,0,1,0,60.0,2.0,-0.4285714285714286,3,0,0,0,True
Max Kilman,0,1,2,20,12,0,0,0,0.2857142857142857,40.0,0,1,1,40.0,1.0,-0.2857142857142857,0,3,3,3,True
Jeffrey Schlupp,7,0,2,6,13,0,0,1,3.0,55.0,1,0,0,55.0,3.0,4.0,0,3,3,3,False
Toby Alderweireld,0,1,2,17,16,0,0,0,1.0,55.0,1,0,1,55.0,2.0,-1.0,3,1,1,1,False
Lucas Rodrigues Moura da Silva,2,0,2,17,16,0,0,1,2.5714285714285716,70.0,1,0,0,70.0,3.0,-0.5714285714285716,3,1,1,1,False
Emile Smith Rowe,0,0,2,1,19,0,0,1,2.857142857142857,45.0,0,1,0,45.0,3.0,-2.857142857142857,1,2,2,2,True
Daniel Ceballos Fernández,8,0,2,1,19,0,0,1,1.5714285714285714,50.0,0,1,0,50.0,2.0,6.428571428571429,1,2,2,2,True
Alphonse Areola,1,0,2,8,10,0,1,0,2.857142857142857,45.0,1,0,3,45.0,3.0,-1.8571428571428572,2,2,2,2,False
Matheus Pereira,10,0,2,18,7,0,0,1,2.5714285714285716,60.0,1,0,0,60.0,3.0,7.428571428571429,1,1,1,1,False
Ivan Ricardo Neves Abreu Cavaleiro,2,0,2,8,10,0,0,1,2.857142857142857,55.0,1,0,0,55.0,3.0,-0.8571428571428572,2,2,2,2,False
Aleksandar Mitrović,12,0,2,8,10,1,0,0,2.5714285714285716,60.0,1,0,2,60.0,3.0,9.428571428571429,2,2,2,2,False
Joel Ward,1,1,2,6,13,0,0,0,0.2857142857142857,45.0,1,0,1,45.0,1.0,0.7142857142857143,0,3,3,3,False
Nicolas Pépé,1,0,2,1,19,0,0,1,2.5714285714285716,80.0,0,1,0,80.0,3.0,-1.5714285714285716,1,2,2,2,True
Leandro Trossard,6,0,2,3,14,0,0,1,5.428571428571429,60.0,1,0,0,60.0,3.0,0.5714285714285712,2,1,1,1,False
Federico Fernández,1,1,2,14,3,0,0,0,1.0,50.0,0,1,1,50.0,2.0,0.0,1,1,1,1,True
Jorge Luiz Frello Filho,0,0,2,5,11,0,0,1,2.857142857142857,50.0,0,1,0,50.0,3.0,-2.857142857142857,0,2,2,2,True
Heung-Min Son,24,0,2,17,16,0,0,1,5.714285714285714,90.0,1,0,0,90.0,3.0,18.285714285714285,3,1,1,1,False
Marcos Alonso,1,1,2,5,11,0,0,0,1.0,60.0,0,1,1,60.0,2.0,0.0,0,2,2,2,True
André-Frank Zambo Anguissa,5,0,2,8,10,0,0,1,2.857142857142857,45.0,1,0,0,45.0,3.0,2.142857142857143,2,2,2,2,False
Alisson Ramses Becker,14,0,2,11,5,0,1,0,5.428571428571429,60.0,1,0,3,60.0,3.0,8.571428571428571,0,2,2,2,False
George Baldock,2,1,2,15,2,0,0,0,1.4285714285714286,55.0,1,0,1,55.0,2.0,0.5714285714285714,1,1,1,1,False
Aaron Ramsdale,2,0,2,15,2,0,1,0,5.285714285714286,50.0,1,0,3,50.0,3.0,-3.2857142857142856,1,1,1,1,False
Kai Havertz,1,0,2,5,11,0,0,1,1.0,85.0,0,1,0,85.0,2.0,0.0,0,2,2,2,True
Yerry Mina,1,1,2,7,18,0,0,0,1.5714285714285714,55.0,0,1,1,55.0,2.0,-0.5714285714285714,3,0,0,0,True
Fabio Henrique Tavares,3,0,2,11,5,0,0,1,2.857142857142857,55.0,1,0,0,55.0,3.0,0.1428571428571428,0,2,2,2,False
Luka Milivojevic,1,0,2,6,13,0,0,1,1.4285714285714286,60.0,1,0,0,60.0,2.0,-0.4285714285714286,0,3,3,3,False
Alexandre Lacazette,7,0,2,1,19,1,0,0,5.285714285714286,85.0,0,1,2,85.0,3.0,1.7142857142857144,1,2,2,2,True
Ben Osborn,1,0,2,15,2,0,0,1,1.5714285714285714,50.0,1,0,0,50.0,2.0,-0.5714285714285714,1,1,1,1,False
James Rodríguez,12,0,2,7,18,0,0,1,2.7142857142857144,75.0,0,1,0,75.0,3.0,9.285714285714285,3,0,0,0,True
Mateo Kovacic,2,0,2,5,11,0,0,1,1.4285714285714286,55.0,0,1,0,55.0,2.0,0.5714285714285714,0,2,2,2,True
Conor Townsend,0,1,2,18,7,0,0,0,3.0,45.0,1,0,1,45.0,3.0,-3.0,1,1,1,1,False
Harrison Reed,2,0,2,8,10,0,0,1,1.5714285714285714,45.0,1,0,0,45.0,2.0,0.4285714285714286,2,2,2,2,False
Willy Boly,1,1,2,20,12,0,0,0,0.42857142857142855,55.0,0,1,1,55.0,1.0,0.5714285714285714,0,3,3,3,True
Tanguy Ndombele,0,0,2,17,16,0,0,1,2.4285714285714284,60.0,1,0,0,60.0,3.0,-2.4285714285714284,3,1,1,1,False
Jordan Henderson,1,0,2,11,5,0,0,1,0.14285714285714285,55.0,1,0,0,55.0,1.0,0.8571428571428572,0,2,2,2,False
Ross Barkley,1,0,2,5,11,0,0,1,1.7142857142857142,60.0,0,1,0,60.0,2.0,-0.7142857142857142,0,2,2,2,True
Jordan Ayew,5,0,2,6,13,1,0,0,2.7142857142857144,60.0,1,0,2,60.0,3.0,2.2857142857142856,0,3,3,3,False
Jarrod Bowen,2,0,2,19,1,0,0,1,4.571428571428571,65.0,1,0,0,65.0,3.0,-2.571428571428571,0,1,1,1,False
Eric Dier,1,1,2,17,16,0,0,0,1.2857142857142858,50.0,1,0,1,50.0,2.0,-0.2857142857142858,3,1,1,1,False
Lewis Dunk,7,1,2,3,14,0,0,0,2.7142857142857144,50.0,1,0,1,50.0,3.0,4.285714285714286,2,1,1,1,False
Declan Rice,2,0,2,19,1,0,0,1,2.7142857142857144,50.0,1,0,0,50.0,3.0,-0.7142857142857144,0,1,1,1,False
Antonio Rüdiger,0,1,2,5,11,0,0,0,3.0,50.0,0,1,1,50.0,3.0,-3.0,0,2,2,2,True
Jan Bednarek,0,1,2,16,17,0,0,0,1.4285714285714286,45.0,0,1,1,45.0,2.0,-1.4285714285714286,0,2,2,2,True
Enda Stevens,2,1,2,15,2,0,0,0,1.7142857142857142,55.0,1,0,1,55.0,2.0,0.2857142857142858,1,1,1,1,False
Yves Bissouma,0,0,2,3,14,0,0,1,1.2857142857142858,45.0,1,0,0,45.0,2.0,-1.2857142857142858,2,1,1,1,False
Roberto Firmino,5,0,2,11,5,1,0,0,3.142857142857143,95.0,1,0,2,95.0,3.0,1.8571428571428572,0,2,2,2,False
Karl Darlow,2,0,2,14,3,0,1,0,1.2857142857142858,50.0,0,1,3,50.0,2.0,0.7142857142857142,1,1,1,1,True
Ben White,6,1,2,3,14,0,0,0,2.7142857142857144,45.0,1,0,1,45.0,3.0,3.2857142857142856,2,1,1,1,False
Lucas Digne,1,1,2,7,18,0,0,0,1.8571428571428572,60.0,0,1,1,60.0,2.0,-0.8571428571428572,3,0,0,0,True
Timo Werner,2,0,2,5,11,1,0,0,3.142857142857143,95.0,0,1,2,95.0,3.0,-1.1428571428571428,0,2,2,2,True
Tyrick Mitchell,5,1,2,6,13,0,0,0,1.0,40.0,1,0,1,40.0,2.0,4.0,0,3,3,3,False
Allan Saint-Maximin,1,0,2,14,3,0,0,1,4.428571428571429,55.0,0,1,0,55.0,3.0,-3.428571428571429,1,1,1,1,True
Aaron Cresswell,1,1,2,19,1,0,0,0,2.4285714285714284,50.0,1,0,1,50.0,3.0,-1.4285714285714284,0,1,1,1,False
João Filipe Iria Santos Moutinho,2,0,2,20,12,0,0,1,2.4285714285714284,55.0,0,1,0,55.0,3.0,-0.4285714285714284,0,3,3,3,True
Oluwasemilogo Adesewo Ibidapo Ajayi,0,1,2,18,7,0,0,0,0.2857142857142857,50.0,1,0,1,50.0,1.0,-0.2857142857142857,1,1,1,1,False
Oriol Romeu Vidal,0,0,2,16,17,0,0,1,0.8571428571428571,45.0,0,1,0,45.0,2.0,-0.8571428571428571,0,2,2,2,True
Gary Cahill,0,1,2,6,13,0,0,0,0.14285714285714285,45.0,1,0,1,45.0,1.0,-0.14285714285714285,0,3,3,3,False
Christian Pulisic,0,0,2,5,11,0,0,1,3.0,85.0,0,1,0,85.0,3.0,-3.0,0,2,2,2,True
Seamus Coleman,1,1,2,7,18,0,0,0,0.8571428571428571,50.0,0,1,1,50.0,2.0,0.1428571428571429,3,0,0,0,True
Trent Alexander-Arnold,7,1,2,11,5,0,0,0,6.428571428571429,75.0,1,0,1,75.0,3.0,0.5714285714285712,0,2,2,2,False
Rúben Diogo da Silva Neves,2,0,2,20,12,0,0,1,1.7142857142857142,55.0,0,1,0,55.0,2.0,0.2857142857142858,0,3,3,3,True
Andrew Robertson,6,1,2,11,5,0,0,0,4.857142857142857,70.0,1,0,1,70.0,3.0,1.1428571428571432,0,2,2,2,False
Andreas Christensen,-3,1,2,5,11,0,0,0,1.4285714285714286,50.0,0,1,1,50.0,2.0,-4.428571428571429,0,2,2,2,True
Chris Basham,2,1,2,15,2,0,0,0,1.7142857142857142,50.0,1,0,1,50.0,2.0,0.2857142857142858,1,1,1,1,False
Antonee Robinson,0,1,2,8,10,0,0,0,1.4285714285714286,45.0,1,0,1,45.0,2.0,-1.4285714285714286,2,2,2,2,False
Alex McCarthy,0,0,2,16,17,0,1,0,3.0,45.0,0,1,3,45.0,3.0,-3.0,0,2,2,2,True
Andros Townsend,9,0,2,6,13,0,0,1,2.4285714285714284,60.0,1,0,0,60.0,3.0,6.571428571428571,0,3,3,3,False
Hugo Lloris,2,0,2,17,16,0,1,0,2.4285714285714284,55.0,1,0,3,55.0,3.0,-0.4285714285714284,3,1,1,1,False
Héctor Bellerín,2,1,2,1,19,0,0,0,1.1428571428571428,50.0,0,1,1,50.0,2.0,0.8571428571428572,1,2,2,2,True
Serge Aurier,0,1,2,17,16,0,0,0,0.42857142857142855,55.0,1,0,1,55.0,1.0,-0.42857142857142855,3,1,1,1,False
Mohamed Salah,3,0,2,11,5,0,0,1,6.285714285714286,120.0,1,0,0,120.0,3.0,-3.2857142857142856,0,2,2,2,False
Dominic Calvert-Lewin,17,0,2,7,18,1,0,0,6.428571428571429,70.0,0,1,2,70.0,3.0,10.571428571428571,3,0,0,0,True
Andros Townsend,5,0,3,6,7,0,0,1,2.7142857142857144,60.0,0,1,0,60.0,3.0,2.2857142857142856,1,1,1,1,True
Steven Bergwijn,1,0,3,17,14,0,0,1,0.7142857142857143,75.0,0,1,0,75.0,1.0,0.2857142857142857,2,1,1,1,True
Tanguy Ndombele,1,0,3,17,14,0,0,1,2.142857142857143,60.0,0,1,0,60.0,2.0,-1.1428571428571428,2,1,1,1,True
Jorge Luiz Frello Filho,0,0,3,5,18,0,0,1,2.5714285714285716,50.0,1,0,0,50.0,3.0,-2.5714285714285716,3,0,0,0,False
Matt Phillips,1,0,3,18,5,0,0,1,2.5714285714285716,55.0,0,1,0,55.0,3.0,-1.5714285714285716,0,2,2,2,True
Chris Basham,2,1,3,15,10,0,0,0,0.7142857142857143,50.0,0,1,1,50.0,1.0,1.2857142857142856,2,2,2,2,True
Eberechi Eze,2,0,3,6,7,0,0,1,3.5714285714285716,60.0,0,1,0,60.0,3.0,-1.5714285714285716,1,1,1,1,True
Kieran Tierney,1,1,3,1,11,0,0,0,2.142857142857143,55.0,1,0,1,55.0,2.0,-1.1428571428571428,0,2,2,2,False
Alisson Ramses Becker,2,0,3,11,1,0,1,0,2.7142857142857144,60.0,0,1,3,60.0,3.0,-0.7142857142857144,0,1,1,1,True
Benjamin Chilwell,0,1,3,5,18,0,0,0,2.857142857142857,55.0,1,0,1,55.0,3.0,-2.857142857142857,3,0,0,0,False
Wilfred Ndidi,0,0,3,10,12,0,0,1,2.142857142857143,50.0,1,0,0,50.0,2.0,-2.142857142857143,0,3,3,3,False
Roberto Firmino,2,0,3,11,1,1,0,0,2.7142857142857144,95.0,0,1,2,95.0,3.0,-0.7142857142857144,0,1,1,1,True
Heung-Min Son,1,0,3,17,14,0,0,1,2.7142857142857144,90.0,0,1,0,90.0,3.0,-1.7142857142857144,2,1,1,1,True
Dominic Calvert-Lewin,6,0,3,7,6,1,0,0,2.5714285714285716,70.0,1,0,2,70.0,3.0,3.4285714285714284,3,1,1,1,False
Reece James,1,1,3,5,18,0,0,0,2.5714285714285716,50.0,1,0,1,50.0,3.0,-1.5714285714285716,3,0,0,0,False
Jordan Pickford,2,0,3,7,6,0,1,0,2.7142857142857144,50.0,1,0,3,50.0,3.0,-0.7142857142857144,3,1,1,1,False
Emile Smith Rowe,0,0,3,1,11,0,0,1,1.1428571428571428,45.0,1,0,0,45.0,2.0,-1.1428571428571428,0,2,2,2,False
Joseph Willock,0,0,3,1,11,0,0,1,2.7142857142857144,50.0,1,0,0,50.0,3.0,-2.7142857142857144,0,2,2,2,False
Jairo Riedewald,1,0,3,6,7,0,0,1,2.7142857142857144,45.0,0,1,0,45.0,3.0,-1.7142857142857144,1,1,1,1,True
Ayoze Pérez,0,0,3,10,12,0,0,1,1.0,65.0,1,0,0,65.0,2.0,-1.0,0,3,3,3,False
Andreas Christensen,0,1,3,5,18,0,0,0,1.4285714285714286,50.0,1,0,1,50.0,2.0,-1.4285714285714286,3,0,0,0,False
Gylfi Sigurdsson,1,0,3,7,6,0,0,1,3.142857142857143,70.0,1,0,0,70.0,3.0,-2.142857142857143,3,1,1,1,False
Solomon March,8,0,3,3,13,0,0,1,2.5714285714285716,50.0,0,1,0,50.0,3.0,5.428571428571429,0,3,3,3,True
Joelinton Cássio Apolinário de Lira,1,0,3,14,17,1,0,0,3.0,60.0,1,0,2,60.0,3.0,-2.0,0,2,2,2,False
Oluwasemilogo Adesewo Ibidapo Ajayi,1,1,3,18,5,0,0,0,0.8571428571428571,50.0,0,1,1,50.0,2.0,0.1428571428571429,0,2,2,2,True
John Fleck,0,0,3,15,10,0,0,1,1.1428571428571428,60.0,0,1,0,60.0,2.0,-1.1428571428571428,2,2,2,2,True
Kyle Bartley,7,1,3,18,5,0,0,0,2.4285714285714284,45.0,0,1,1,45.0,3.0,4.571428571428571,0,2,2,2,True
Ben Osborn,2,0,3,15,10,0,0,1,0.8571428571428571,50.0,0,1,0,50.0,2.0,1.1428571428571428,2,2,2,2,True
Bernd Leno,3,0,3,1,11,0,1,0,3.142857142857143,50.0,1,0,3,50.0,3.0,-0.1428571428571428,0,2,2,2,False
Karl Darlow,8,0,3,14,17,0,1,0,2.4285714285714284,50.0,1,0,3,50.0,3.0,5.571428571428571,0,2,2,2,False
Yerry Mina,2,1,3,7,6,0,0,0,3.0,55.0,1,0,1,55.0,3.0,-1.0,3,1,1,1,False
Willian Borges Da Silva,2,0,3,1,11,0,0,1,1.2857142857142858,80.0,1,0,0,80.0,2.0,0.7142857142857142,0,2,2,2,False
Tammy Abraham,6,0,3,5,18,1,0,0,3.142857142857143,75.0,1,0,2,75.0,3.0,2.857142857142857,3,0,0,0,False
Luka Milivojevic,0,0,3,6,7,0,0,1,0.8571428571428571,60.0,0,1,0,60.0,2.0,-0.8571428571428571,1,1,1,1,True
David McGoldrick,2,0,3,15,10,1,0,0,1.1428571428571428,55.0,0,1,2,55.0,2.0,0.8571428571428572,2,2,2,2,True
Bobby Decordova-Reid,1,0,3,8,2,1,0,0,2.4285714285714284,55.0,0,1,2,55.0,3.0,-1.4285714285714284,1,1,1,1,True
Adam Webster,1,1,3,3,13,0,0,0,3.142857142857143,45.0,0,1,1,45.0,3.0,-2.142857142857143,0,3,3,3,True
Leander Dendoncker,0,0,3,20,19,0,0,1,3.142857142857143,50.0,1,0,0,50.0,3.0,-3.142857142857143,1,2,2,2,False
Matt Ritchie,2,0,3,14,17,0,0,1,3.142857142857143,50.0,1,0,0,50.0,3.0,-1.1428571428571428,0,2,2,2,False
Alphonse Areola,1,0,3,8,2,0,1,0,3.142857142857143,45.0,0,1,3,45.0,3.0,-2.142857142857143,1,1,1,1,True
Marc Albrighton,0,0,3,10,12,0,0,1,2.4285714285714284,55.0,1,0,0,55.0,3.0,-2.4285714285714284,0,3,3,3,False
Kelechi Iheanacho,1,0,3,10,12,1,0,0,0.8571428571428571,60.0,1,0,2,60.0,2.0,0.1428571428571429,0,3,3,3,False
Jeffrey Schlupp,0,0,3,6,7,0,0,1,0.8571428571428571,55.0,0,1,0,55.0,2.0,-0.8571428571428571,1,1,1,1,True
Harvey Barnes,2,0,3,10,12,0,0,1,3.2857142857142856,70.0,1,0,0,70.0,3.0,-1.2857142857142856,0,3,3,3,False
Vicente Guaita,2,0,3,6,7,0,1,0,3.0,50.0,0,1,3,50.0,3.0,-1.0,1,1,1,1,True
Callum Hudson-Odoi,6,0,3,5,18,0,0,1,2.2857142857142856,60.0,1,0,0,60.0,3.0,3.7142857142857144,3,0,0,0,False
Ben White,0,1,3,3,13,0,0,0,2.857142857142857,45.0,0,1,1,45.0,3.0,-2.857142857142857,0,3,3,3,True
Alex Iwobi,1,0,3,7,6,0,0,1,2.2857142857142856,60.0,1,0,0,60.0,3.0,-1.2857142857142856,3,1,1,1,False
Kasper Schmeichel,2,0,3,10,12,0,1,0,2.857142857142857,55.0,1,0,3,55.0,3.0,-0.8571428571428572,0,3,3,3,False
Rúben Diogo da Silva Neves,2,0,3,20,19,0,0,1,2.5714285714285716,55.0,1,0,0,55.0,3.0,-0.5714285714285716,1,2,2,2,False
Lewis Dunk,-2,1,3,3,13,0,0,0,3.4285714285714284,50.0,0,1,1,50.0,3.0,-5.428571428571429,0,3,3,3,True
Aleksandar Mitrović,2,0,3,8,2,1,0,0,0.8571428571428571,60.0,0,1,2,60.0,2.0,1.1428571428571428,1,1,1,1,True
Max Kilman,0,1,3,20,19,0,0,0,2.2857142857142856,40.0,1,0,1,40.0,3.0,-2.2857142857142856,1,2,2,2,False
Hakim Ziyech,0,0,3,5,18,0,0,1,2.857142857142857,80.0,1,0,0,80.0,3.0,-2.857142857142857,3,0,0,0,False
Christian Pulisic,0,0,3,5,18,0,0,1,1.0,85.0,1,0,0,85.0,2.0,-1.0,3,0,0,0,False
Wilfried Zaha,1,0,3,6,7,0,0,1,2.142857142857143,70.0,0,1,0,70.0,2.0,-1.1428571428571428,1,1,1,1,True
Daniel Castelo Podence,0,0,3,20,19,0,0,1,2.2857142857142856,55.0,1,0,0,55.0,3.0,-2.2857142857142856,1,2,2,2,False
Kurt Zouma,0,1,3,5,18,0,0,0,3.0,50.0,1,0,1,50.0,3.0,-3.0,3,0,0,0,False
Miguel Almirón,2,0,3,14,17,0,0,1,3.2857142857142856,60.0,1,0,0,60.0,3.0,-1.2857142857142856,0,2,2,2,False
Héctor Bellerín,0,1,3,1,11,0,0,0,3.0,50.0,1,0,1,50.0,3.0,-3.0,0,2,2,2,False
Cheikhou Kouyaté,9,0,3,6,7,0,0,1,3.0,50.0,0,1,0,50.0,3.0,6.0,1,1,1,1,True
Nicolas Pépé,1,0,3,1,11,0,0,1,0.8571428571428571,80.0,1,0,0,80.0,2.0,0.1428571428571429,0,2,2,2,False
Antonee Robinson,0,1,3,8,2,0,0,0,1.0,45.0,0,1,1,45.0,2.0,-1.0,1,1,1,1,True
Hugo Lloris,2,0,3,17,14,0,1,0,3.0,55.0,0,1,3,55.0,3.0,-1.0,2,1,1,1,True
Conor Coady,-1,1,3,20,19,0,0,0,2.4285714285714284,50.0,1,0,1,50.0,3.0,-3.4285714285714284,1,2,2,2,False
João Filipe Iria Santos Moutinho,2,0,3,20,19,0,0,1,2.4285714285714284,55.0,1,0,0,55.0,3.0,-0.4285714285714284,1,2,2,2,False
Youri Tielemans,6,0,3,10,12,0,0,1,3.2857142857142856,65.0,1,0,0,65.0,3.0,2.7142857142857144,0,3,3,3,False
Mario Lemina,0,0,3,8,2,0,0,1,1.0,45.0,0,1,0,45.0,2.0,-1.0,1,1,1,1,True
Joël Veltman,0,1,3,3,13,0,0,0,2.142857142857143,45.0,0,1,1,45.0,2.0,-2.142857142857143,0,3,3,3,True
Alexandre Lacazette,7,0,3,1,11,1,0,0,3.5714285714285716,85.0,1,0,2,85.0,3.0,3.4285714285714284,0,2,2,2,False
Çaglar Söyüncü,0,1,3,10,12,0,0,0,1.8571428571428572,55.0,1,0,1,55.0,2.0,-1.8571428571428572,0,3,3,3,False
Seamus Coleman,6,1,3,7,6,0,0,0,4.428571428571429,50.0,1,0,1,50.0,3.0,1.5714285714285712,3,1,1,1,False
Christian Benteke,1,0,3,6,7,1,0,0,1.8571428571428572,55.0,0,1,2,55.0,2.0,-0.8571428571428572,1,1,1,1,True
Enda Stevens,2,1,3,15,10,0,0,0,0.5714285714285714,55.0,0,1,1,55.0,1.0,1.4285714285714286,2,2,2,2,True
Dan Burn,0,1,3,3,13,0,0,0,1.7142857142857142,45.0,0,1,1,45.0,2.0,-1.7142857142857142,0,3,3,3,True
George Baldock,1,1,3,15,10,0,0,0,0.5714285714285714,55.0,0,1,1,55.0,1.0,0.4285714285714286,2,2,2,2,True
